,sallary,location,duty,name,time
303,8-12万/月,珠海-高栏港经...,施工安全技术,繁安安全技术服务（珠海）有限公司,2月9日
304,7-10万/月,宁波-鄞州区,房地产总经理,宁波鼎川文化发展有限公司,2月9日
305,60-80万/年,上海-浦东新区,Product Line Manager（marketing）,霍尼韦尔（中国）有限公司,2月9日
306,70-100万/年,苏州-姑苏区,IT副总监,苏州三缺一网络技术有限公司,2月9日
307,5-7万/月,深圳-龙岗区,副总裁,深圳市星河产业投资发展集团有限公司,2月9日
308,60-80万/年,上海-闵行区,融资副总监（上海区域公司）,上海上坤置业有限公司,2月9日
309,80-100万/年,上海,投资副总裁,杉杉医疗投资管理（上海）有限公司,2月9日
310,60-80万/年,深圳-南山区,市场/营销总监,深圳中和阳光资产管理有限公司,2月9日
311,6-8万/月,异地招聘,副总裁,金轮蓝海股份有限公司,2月9日
312,5-7万/月,深圳-福田区,机构总经理,深圳市前海融信实业发展集团有限公司,2月9日
313,60-100万/年,上海-黄浦区,女装品牌总经理（香港）,海际汇（上海）实业有限公司,2月9日
314,30-80万/月,南京-浦口区,Manager/director of Bio Drug Discovery,博奥信生物技术（南京）有限公司,2月9日
315,70-100万/年,深圳,急聘-工业园投资总监,深圳市伙伴行网络科技有限公司,2月9日
316,300元/小时,佛山,PART-TIME FOREIGN ENGLISH TEACHE,佛山市博森文化传播有限公司,2月9日
317,5-7万/月,异地招聘,副总经理,广东伯乐科技股份有限公司,2月9日
318,5-7万/月,上海,法务总经理,上海脉源企业管理咨询有限公司,2月9日
319,5-7万/月,上海-浦东新区,销售副总,上海合乐医疗科技有限公司,2月9日
320,100万以上/年,异地招聘,商业总监,广东中置投资集团有限公司,2月9日
321,5-7万/月,上海-浦东新区,股权投资董事总经理,上海银领金融信息服务有限公司,2月9日
322,60-80万/年,异地招聘,品牌服装首席数据官,深圳金辉达企业管理咨询有限公司,2月9日
323,5-7万/月,北京,市场总监,联创世纪（北京）企业管理有限公司,2月9日
324,5-7万/月,杭州-余杭区,常务副总经理（商业综合体负责人）,绿地集团房地产事业一部商业管理部,2月9日
325,5-8万/月,赣州,副总(江西拟上市公司副总),深圳市迅捷兴科技股份有限公司,2月9日
326,10万以上/月,深圳-福田区,集团总经理,深圳市梓盛发实业集团有限公司,2月9日
327,60-100万/年,重庆-江北区,投资发展总经理/总监,重庆新鸥鹏教育产业发展（集团）有...,2月9日
328,6-10万/月,深圳-福田区,总裁兼CEO,深圳市大众瑞安财富管理有限公司,2月9日
329,100万以上/年,北京-海淀区,年薪150万招聘金牌销售,嘉田文化发展（天津）有限公司,2月9日
330,5-8万/月,重庆,海外投资负责人（急聘）,重庆俊峰置业有限公司,2月9日
331,10-20万/月,北京-海淀区,运动科技 专栏频道负责人,北京明德新民体育文化有限公司,2月9日
332,8-10万/月,杭州,品牌招商（销售）总监,杭州夏果投资管理有限公司,2月9日
333,8-10万/月,北京,集团副总裁兼卫星事业部总经理,新东网科技有限公司,2月9日
334,5-7万/月,上海,Project Director,特纳唐逊工程项目咨询（上海）有限...,2月9日
335,10万以上/月,上海-徐汇区,分销总监,上海丽客化妆品有限公司,2月9日
336,10万以上/月,深圳,Quality Director,海伦尔赛咨询（深圳）有限公司,2月9日
337,5-7万/月,北京,机器学习算法高级专家,美团点评,2月9日
338,5-7万/月,上海-浦东新区,GSC China Finance Controller - ETO Cluster(003MFG),施耐德电气（中国）投资有限公司上...,2月9日
339,5-7万/月,上海-浦东新区,GSC China Procurement Controller(00408Z),施耐德电气（中国）有限公司,2月9日
340,5-10万/月,异地招聘,Engineering Director,Cisco 思科系统（中国）,2月9日
341,60-80万/年,重庆-巴南区,技术中心总经理,重庆蓝光和骏置业有限公司,2月9日
342,100万以上/年,深圳-福田区,合伙人,深圳市芯电易科技股份有限公司,2月9日
343,5-7万/月,深圳-福田区,成本副总经理,康美健康小镇投资有限公司,2月9日
344,60-80万/年,南京-鼓楼区,分公司副总经理,中邮人寿保险股份有限公司江苏分公司,2月9日
345,80-100万/年,广州-天河区,副总裁,张氏国际集团有限公司,2月9日
346,100万以上/年,广州,PPP咨询工程师（技术合伙人）,广州海绵城市建设有限公司,2月9日
347,60-80万/年,广州,PPP咨询工程师（技术合伙人）,城开海纳（平潭）资产管理有限公司,2月9日
348,60-80万/年,上海,财务总监,上海南荣资产管理有限公司,2月9日
349,350元/小时,广州-天河区,ESL/ FOREIGN STAFF(PART-TIME),上海立洋教育科技（集团）有限公司,2月9日
350,100-300万/年,深圳-福田区,基金公司总经理,深圳市前海融信实业发展集团有限公司,2月9日
351,8-25万/月,佛山,中文博士,广东顺德工业设计研究院,2月9日
352,60-80万/年,北京-朝阳区,工程项目副总经理,万国数据服务有限公司,2月9日
353,7-10万/月,上海-虹口区,分公司总经理,东方成安资产管理有限公司,2月9日
354,7-10万/月,西安,高级优化工程师,北京胜普多邦通信技术有限公司,2月9日
355,5-7万/月,北京,IR总监/投资者关系总监-1624,聚美优品,2月9日
356,100万以上/年,重庆-渝北区,外贸业务合伙人,重庆哈瑞贸易有限公司,2月9日
357,60-80万/年,异地招聘,华中销售分中心总经理,即有分期,2月9日
358,5-7万/月,上海-静安区,地产投资总监（外派海口）,上海北盛企业发展有限公司,2月9日
359,3000元/天,武汉,导购***,武汉骅恒商贸有限公司,2月9日
360,5-7万/月,广州,副总经理（开发）（广州）J10862,新力地产,2月9日
361,80-100万/年,常州-钟楼区,副总经理（某大型科技公司),南京广深信息科技有限公司,2月9日
362,5-7万/月,武汉,整形医生,武汉乐美医疗美容有限公司,2月9日
363,100万以上/年,上海-闵行区,总经理,上海否泰投资有限公司,2月9日
364,60-80万/年,上海-松江区,市场营销总监,上海来伊份股份有限公司,2月9日
365,100-150万/年,成都-高新区,人力资源总监,四川鸿通盛世置业有限公司,2月9日
366,100万以上/年,异地招聘,营销副总裁-深圳/广州,海银财富管理有限公司,2月9日
367,5-7万/月,上海-虹口区,法务部总经理,上海鹏欣高科技农业发展有限公司,2月9日
368,5-7万/月,深圳,电商合伙人,深圳市嘉裕兴实业发展有限公司,2月9日
369,5-10万/月,北京,CTO技术总监,青岛学盟网络科技有限公司,2月9日
370,60-80万/年,上海-长宁区,市场营销总监,微娃（上海）国际贸易有限公司,2月9日
371,80-100万/年,上海-浦东新区,科创中心/特色小镇/产业园区负责人,清研（上海）智能工程有限公司,2月9日
372,8-20万/月,广州-越秀区,投资运营部投资策划,广东省出版集团有限公司,2月9日
373,10万以上/月,异地招聘,诚聘电力行业英才,济南智通电力技术有限公司,2月9日
374,100万以上/年,深圳-南山区,会销总监,深圳市潘多拉魔盒信息科技有限公司,2月9日
375,7-10万/月,常州,总经理 General Manager,常州锐进企业管理咨询有限公司,2月9日
376,100万以上/年,异地招聘,尚禾集团总经理,湖北融兴恒资本管理有限公司,2月9日
377,80-150万/年,深圳,公司业务部门总经理,创兴银行有限公司 CHONG HING BAN...,2月9日
378,80-100万/年,广州-天河区,PPP业务合伙人,国策工程咨询（广州）有限公司,2月9日
379,5-7万/月,广州,行政接待副总经理,广州市泽普企业管理咨询有限公司,2月9日
380,60-90万/年,异地招聘,Global Project  Lead,深圳市思立创科技有限公司,2月9日
381,5-10万/月,上海-徐汇区,partner（海外房产/移民方向/上海第一家瑞麦）,RE/MAX 瑞麦地产,2月9日
382,60-70万/年,上海,"APAC Field Marketing ,senior manager",力奇先进清洁设备（上海）有限公司,2月9日
383,100万以上/年,上海-浦东新区,投资总监/合伙人（合伙团队）,上海摩高投资有限公司,2月9日
384,60-80万/年,上海,Process Development Chemist,上海猎英人才服务有限公司,2月9日
385,80-100万/年,深圳-南山区,总经理（保险）,深圳市前海国购股权投资基金管理有...,2月9日
386,5-7万/月,异地招聘,会展经理,浙江绍兴迅腾网络科技有限公司,2月9日
387,100万以上/年,珠海,居家医疗养老总经理,珠海市蓝海之略医疗股份有限公司,2月9日
388,60-80万/年,上海-静安区,财务分析经理,上海茵实企业管理咨询有限公司,2月9日
389,5-7万/月,异地招聘,恒大地产集团物业管理中心副总经理（品质）,金碧物业有限公司上海分公司,2月9日
390,80-100万/年,北京-东城区,影业总经理,华章东信文化发展集团有限公司,2月9日
391,60-80万/年,北京-朝阳区,品牌管理副总监(J11311),远洋地产产品营造事业部,2月9日
392,80-100万/年,杭州-拱墅区,营造总经理,远洋地产杭州公司,2月9日
393,60-80万/年,上海-长宁区,上海公司投资总经理,远洋地产（上海）有限公司,2月9日
394,8.3-8.8万/月,上海-浦东新区,General Manager(赛逸中国CES China),中瀚石林企业咨询（上海）有限公司,2月9日
395,80-100万/年,武汉-武昌区,副总经理,武汉复地房地产开发有限公司,2月9日
396,60-80万/年,重庆,园林景观部经理,保利（重庆）投资实业有限公司,2月9日
397,5-7万/月,上海,销售总经理,上海优幼母婴用品有限公司,2月9日
398,6-12万/月,宁波,余姚区域物业项目经理 / 助理,宁波市亚太酒店物业管理有限公司,2月9日
399,15-50万/月,成都,城市代理商,江苏微特克纳米科技有限公司,2月9日
400,100万以上/年,成都,四川办事处总监,四川斐讯数据通信技术有限公司,2月9日
401,8-9万/月,异地招聘,"Director, Manufacturing Excellence (work in HK)",上海孩特贸易有限公司 Carter’s,2月9日
402,5-7万/月,上海-浦东新区,执行总裁（互金平台）,深圳元立方金融服务有限公司上海分...,2月9日
403,5-7万/月,北京-朝阳区,Licensing Manager,先正达（中国）投资有限公司,2月9日
404,5-7万/月,上海-杨浦区,首席风控官,好利网,2月9日
405,60-100万/年,异地招聘,运营副总,神农架林区荣盛置业旅游开发有限公司,2月9日
406,60-100万/年,深圳,投资副总经理,深圳市云才网络信息技术有限公司,2月9日
407,5000元/天,深圳-南山区,信息安全顾问,深圳百胜扬工业电子商务平台发展有...,2月9日
408,60-80万/年,上海-黄浦区,"Sr Manager, Sales operation, GC",宜曼达贸易（上海）有限公司,2月9日
409,5-6万/月,香港,"IT Director, Business Intelligence & Data Services",安拓国际人力资源（广州）有限公司,2月9日
410,40-60万/月,成都-高新区,景观专业负责人,清凤集团,2月9日
411,60-100万/年,成都-武侯区,某科技股份有限公司总经理,成都华智创展企业管理咨询有限公司,2月9日
412,100万以上/年,北京-海淀区,百万年薪诚聘准总监,华成恒飞（北京）科技发展有限公司,2月9日
413,6-10万/月,重庆-渝北区,驾驶人员,中国汽车工程研究院股份有限公司,2月9日
414,60-80万/年,深圳,投行准/保荐代表,深圳前海凯恩斯投资管理有限公司,2月9日
415,60-80万/年,上海,销售总监,上海数享信息技术有限公司,2月9日
416,10万以上/月,长沙-芙蓉区,第三方独立医学实验室合伙人兼实验室主任,湖南棕丝带生物科技有限公司,2月9日
417,200-1000万/月,杭州-江干区,城市合伙人（杭州/温州）,龙树资本管理股份有限公司,2月9日
418,5-7万/月,上海,集团CFO,中饮巴比食品股份有限公司,2月9日
419,7-10万/月,上海,市场VP,返利网,2月9日
420,60-80万/年,异地招聘,区域产业发展,成都中睿天成企业管理咨询有限公司,2月9日
421,60-80万/年,上海-浦东新区,总经理,上海晨示信息科技有限公司,2月9日
422,7-10万/月,南昌-青云谱区,投资总经理,汉腾产业引导基金,2月9日
423,7-10万/月,异地招聘,"Director, Workplace Lead",北京世邦魏理仕物业管理服务有限公司,2月9日
424,60-100万/年,上海-普陀区,副总经理[媒仕],上海高欣计算机系统有限公司,2月9日
425,10万以上/月,北京-大兴区,SEM（竞价）总监,北京中科白癜风医院,2月9日
426,60-80万/年,深圳-南山区,整车项目总监,科力远新能源股份有限公司,2月9日
427,15-40万/月,异地招聘,租售业务负责人,绿城物业服务集团有限公司,2月9日
428,10万以上/月,苏州,变速箱设计工程师Transmission Design Engineer,吉孚动力技术(中国)有限公司,2月9日
429,80-100万/年,异地招聘,分公司总经理,苏州至臻经纬企业管理顾问有限公司,2月9日
430,100万以上/年,异地招聘,年薪百万诚聘总经理（工作地址：佛山）,吉林省林田远达形象集团有限公司,2月9日
431,5-8万/月,广州-天河区,副总经理,广东一二三实业有限公司,2月9日
432,10万以上/月,徐州,广告宣传部经理,江苏伊例家食品有限公司,2月9日
433,60-80万/年,南宁,合作伙伴/投融资总监/投资总监/融资总监/副总经理,杭州才道企业管理咨询有限公司,2月9日
434,4500元/天,异地招聘,QC(松山湖),东莞弗兰德通信科技有限公司,2月9日
435,200-500万/年,深圳,执行总裁,青岛劳谦管理顾问有限公司,2月9日
